period,u_type,u_name,v_type,v_name,mean_null_edge_betweenness,mean_null_edge_betweenness_weighted,mean_null_pair_count,obs_edge_betweenness,obs_edge_betweenness_weighted,obs_pair_count,sd_null_edge_betweenness,sd_null_edge_betweenness_weighted,sd_null_pair_count,z_edge_betweenness,z_edge_betweenness_weighted,z_pair_count
-2000,DataType,No dataset,Measure,Decomposition / Structural Approaches,0.035960801819292926,0.035327356694624584,1.04,0.04055555555555555,0.0861111111111111,6.0,0.020665519953166366,0.02561478913613241,0.19794866372215741,0.22233913042960335,1.9825950604781897,25.057001682829757
-2000,DataType,No dataset,Measure,Others_Measure,0.0375934079862012,0.039712481407504115,1.1568627450980393,0.10250000000000001,0.11666666666666667,2.0,0.01909243466105648,0.030358358032049587,0.4182128175753509,3.3995974408748983,2.534859928126592,2.016048335845301
-2000,DataType,No dataset,Measure,Transition Matrix / Probability Measures,0.038896189481045645,0.036239847232231885,1.0727272727272728,0.0661111111111111,0.0,1.0,0.019812537005330318,0.0240212468002622,0.26208179770229884,1.3736212390540203,-1.508658044837053,-0.27749837403772826
-2000,DataType,No dataset,RqType,Empirical Estimates and Determinants,0.03222099052943962,0.03370958391691767,1.1584158415841583,0.0748611111111111,0.05,2.0,0.020942947904174867,0.02904799740470957,0.3669515844720318,2.036013305136064,0.5608102980772491,2.2934474029501986
-2000,DataType,No dataset,RqType,Measurement and Methodological Advances,0.03504301395427412,0.03698235710923123,1.11,0.1125,0.11666666666666667,1.0,0.01983808445892701,0.029489456017426793,0.3450955072018601,3.9044589313093043,2.702128839214464,-0.3187523387131688
-2000,DataType,No dataset,RqType,"Policy, Institutional, and Geographic Impacts",0.029025544912872257,0.032151317836345845,1.1547619047619047,0.08305555555555555,0.11666666666666667,1.0,0.01317430708002679,0.022164184599810052,0.36384981739119404,4.101165269222904,3.8131494731840996,-0.425345561175621
-2000,DataType,No dataset,RqType,Theoretical and Structural Models,0.03412150732897851,0.034524031541666465,1.0957446808510638,0.07055555555555555,0.11666666666666667,5.0,0.018523488966276636,0.020726000030720667,0.3301726148797985,1.966910677189804,3.9632652225825553,11.824891414965792
-2000,DataType,Others_DataType,RqType,Intergenerational Wealth Mobility and Inheritance,0.03168862839101513,0.031908171420190805,1.1122448979591837,0.1125,0.1125,1.0,0.01976290362294505,0.02294944479161005,0.3172904962243896,4.089043449827967,3.5117114732672,-0.3537606682042045
-2000,Measure,Absolute Mobility Measures,DataType,Archival/Historical Data,0.038147478076397894,0.03805712594719877,1.0808823529411764,0.0125,0.0125,1.0,0.019580090867708,0.027709509743486526,0.2736623239288272,-1.3098753345775522,-0.9223232812051573,-0.29555530984313316
-2000,Measure,Absolute Mobility Measures,DataType,Others_DataType,0.0347022579286187,0.034704314479251104,1.1044776119402986,0.0125,0.0125,1.0,0.01706653519281984,0.020491049993364686,0.30702689545477957,-1.3009235722292092,-1.083610380455916,-0.340288142462381
-2000,Measure,Absolute Mobility Measures,RqType,Intergenerational Wealth Mobility and Inheritance,0.04047568451970101,0.047389311210195816,1.2395833333333333,0.10833333333333334,0.10833333333333334,2.0,0.020297056490584497,0.031422557460748846,0.526666721894534,3.3432260902023145,1.939499106629532,1.4438289625197576
-2000,Measure,Decomposition / Structural Approaches,DataType,Administrative/Registry Data,0.03641524533951015,0.039900831401897416,1.1475409836065573,0.03805555555555556,0.0,1.0,0.018671100121248726,0.025857574947926548,0.3786040289050775,0.08785289594042976,-1.543100290040809,-0.3896973416612753
-2000,Measure,Decomposition / Structural Approaches,RqType,"Policy, Institutional, and Geographic Impacts",0.0424245810971171,0.04331776824357272,1.163265306122449,0.041944444444444444,0.008333333333333333,1.0,0.02167295746751995,0.02612342540478365,0.4572801991490031,-0.0221537209858051,-1.3391978413303,-0.35703559092714954
-2000,Measure,Decomposition / Structural Approaches,RqType,Theoretical and Structural Models,0.04203361761214231,0.04392444332490034,1.2061855670103092,0.04777777777777777,0.008333333333333333,4.0,0.02206736066002582,0.0291329674647813,0.4868880632258845,0.2603011866317474,-1.2216781566997228,5.7381041845208305
-2000,Measure,Others_Measure,RqType,Measurement and Methodological Advances,0.04180323125615183,0.04692545078264444,1.2142857142857142,0.0125,0.008333333333333333,1.0,0.02127213203207853,0.02933059919953041,0.47880661458041057,-1.3775408695264935,-1.3157630086851066,-0.4475412572850477
-2000,Measure,Regression‐based Measures,DataType,Administrative/Registry Data,0.038023158132110796,0.039143433791352836,1.1223021582733812,0.034305555555555554,0.0,2.0,0.01797066506003626,0.025207315238023296,0.3893590358055455,-0.2068706174276524,-1.5528600892929674,2.2542120793748843
-2000,Measure,Regression‐based Measures,DataType,Linked Administrative Data,0.035922019219312054,0.038495369178012974,1.114864864864865,0.043055555555555555,0.04930555555555556,2.0,0.019116857336604447,0.02520811666070851,0.31994150504159496,0.3731542382012967,0.42883752574789735,2.766553014183203
-2000,Measure,Regression‐based Measures,DataType,No dataset,0.03829058929061338,0.040030259526498434,1.1521739130434783,0.08,0.12430555555555554,3.0,0.020524880153532727,0.029234592564474828,0.3989433838880901,2.032139062317868,2.8827251771405367,4.631800304463417
-2000,Measure,Regression‐based Measures,DataType,Panel/Longitudinal Surveys,0.03810316313040636,0.03895031268919217,1.129496402877698,0.026944444444444448,0.10833333333333334,2.0,0.01731696869416501,0.02456474804236817,0.35782216403392825,-0.6443806004986236,2.824495513834397,2.4327827748528232
-2000,Measure,Regression‐based Measures,RqType,Empirical Estimates and Determinants,0.043442602049026946,0.047786527300067876,1.1864406779661016,0.03611111111111111,0.06666666666666667,4.0,0.023332496935311288,0.03365303386318597,0.44496844644974703,-0.3142180178247616,0.5610233966825892,6.323053565892903
