period,node_type,node_name,mean_null_betweenness,mean_null_degree,mean_null_node_count,mean_null_strength,obs_betweenness,obs_degree,obs_node_count,obs_strength,sd_null_betweenness,sd_null_degree,sd_null_node_count,sd_null_strength,z_betweenness,z_degree,z_node_count,z_strength
-2000,DataType,Administrative/Registry Data,0.03231950269657967,3.7551766138855056,2.0609013398294764,4.121802679658953,0.0,4.0,4.0,8.0,0.04955751174143177,1.7100101623542656,1.0482010914224322,2.0964021828448645,-0.6521615303288011,0.14317071997831432,1.849930014420347,1.849930014420347
-2000,DataType,Archival/Historical Data,0.03519115883767414,3.8856799037304453,2.157641395908544,4.315282791817088,0.0,2.0,1.0,2.0,0.053855531661128726,1.8176310515568348,1.142998053701861,2.285996107403722,-0.6534362906136537,-1.037438209539458,-1.0128113448306035,-1.0128113448306035
-2000,DataType,Linked Administrative Data,0.03125531854911029,3.7990487514863256,2.0915576694411415,4.183115338882283,0.0,2.0,2.0,4.0,0.04882179331145228,1.7718161381425468,1.0899705432089133,2.1799410864178266,-0.6401919394832765,-1.0153698867266936,-0.08400013194080674,-0.08400013194080674
-2000,DataType,No dataset,0.032356548038529435,3.7479191438763375,2.06064209274673,4.12128418549346,0.5174603174603175,9.0,12.0,24.0,0.053175318339712514,1.7696377280936906,1.0921294474938557,2.1842588949877113,9.122724312108193,2.967884766890322,9.10089727006394,9.10089727006394
-2000,DataType,Others_DataType,0.02998976050224545,3.733734939759036,2.063855421686747,4.127710843373494,0.0,2.0,1.0,2.0,0.04885779938664207,1.7778137526375608,1.1024786541842746,2.204957308368549,-0.6138172590402173,-0.975206169480279,-0.9649669112858199,-0.9649669112858199
-2000,DataType,Panel/Longitudinal Surveys,0.03236741096944001,3.844602609727165,2.1091340450771057,4.218268090154211,0.0,4.0,3.0,6.0,0.052060166352850774,1.8726189765151329,1.1408833452313407,2.2817666904626814,-0.6217308402370787,0.08298398778486339,0.7808563063406369,0.7808563063406369
-2000,Measure,Absolute Mobility Measures,0.08045842514315414,5.42421052631579,3.08,6.16,0.004761904761904762,3.0,2.0,4.0,0.08701699511796517,2.356982576976649,1.4854120282171477,2.9708240564342954,-0.8699050142863575,-1.0285228876937118,-0.7270709940973484,-0.7270709940973484
-2000,Measure,Decomposition / Structural Approaches,0.08139733237987648,5.443979057591623,3.080628272251309,6.161256544502618,0.0,5.0,7.0,14.0,0.08761694968179132,2.436564770770631,1.5563461829998513,3.1126923659997026,-0.9290135376259577,-0.18221516740193286,2.518316150070235,2.518316150070235
-2000,Measure,Others_Measure,0.07775183156011134,5.28281750266809,3.0096051227321237,6.019210245464247,0.0,3.0,2.0,4.0,0.08616924729293467,2.30617282067902,1.4924716900547077,2.9849433801094154,-0.9023153155300511,-0.9898726939275724,-0.6764651748235947,-0.6764651748235947
-2000,Measure,Regression‐based Measures,0.07966924226405292,5.386075949367089,3.059071729957806,6.118143459915612,0.20873015873015877,6.0,9.0,18.0,0.08943601588858273,2.351547200695285,1.5188682995665062,3.0377365991330123,1.4430530607142305,0.26107239116926567,3.9114176467688275,3.9114176467688275
-2000,Measure,Transition Matrix / Probability Measures,0.07476713563482601,5.243441762854145,2.9727177334732424,5.945435466946485,0.0,4.0,3.0,6.0,0.07941160204938513,2.2653587633528183,1.4491705324828772,2.8983410649657544,-0.9415140068365478,-0.548893969012574,0.018826125645830392,0.018826125645830392
-2000,RqType,Empirical Estimates and Determinants,0.06483213154021401,4.865446716899893,2.743810548977395,5.48762109795479,0.0,3.0,4.0,8.0,0.0810869002045981,2.1794941776183014,1.3814608828939694,2.762921765787939,-0.7995389067362283,-0.8559080983361047,0.9093195953482678,0.9093195953482678
-2000,RqType,Intergenerational Wealth Mobility and Inheritance,0.06060459353249415,4.797427652733119,2.705251875669882,5.410503751339764,0.5674603174603174,10.0,12.0,24.0,0.07192898213722816,2.175930028175945,1.36004617829375,2.7200923565875,7.046613324248486,2.3909649115087275,6.834141570097915,6.834141570097915
-2000,RqType,Measurement and Methodological Advances,0.06889489786833909,5.020408163265306,2.832438238453276,5.664876476906552,0.0,2.0,1.0,2.0,0.08120707215309494,2.236215179236396,1.4004071470943809,2.8008142941887617,-0.8483854428153199,-1.350678678559319,-1.3085039177751199,-1.3085039177751199
-2000,RqType,"Policy, Institutional, and Geographic Impacts",0.06669871662777921,4.926203208556149,2.7871657754010695,5.574331550802139,0.0,2.0,1.0,2.0,0.07801514716868885,2.251791583027702,1.4099091004857591,2.8198182009715183,-0.8549457259057578,-1.2995000206109886,-1.2675751754388516,-1.2675751754388516
-2000,RqType,Theoretical and Structural Models,0.06067132178685653,4.79615795090715,2.7075773745997864,5.415154749199573,0.0,3.0,5.0,10.0,0.07426132097002452,2.221222946201992,1.3797513868712052,2.7595027737424105,-0.8169976105238745,-0.8086347000774288,1.6614751376323154,1.6614751376323154
2001-2005,DataType,Administrative/Registry Data,0.03601300621783176,3.869565217391304,2.137485311398355,4.27497062279671,0.0,2.0,1.0,2.0,0.056145010584932604,1.860588692142872,1.1656425738956642,2.3312851477913283,-0.641428434025381,-1.004824561863855,-0.9758439995862492,-0.9758439995862492
2001-2005,DataType,Archival/Historical Data,0.03224515821513404,3.820359281437126,2.116167664670659,4.232335329341318,0.0,2.0,1.0,2.0,0.05281097551107334,1.7673612584879979,1.1197655932583654,2.239531186516731,-0.6105768337563262,-1.0299870910345,-0.9967868912838829,-0.9967868912838829
2001-2005,DataType,Linked Administrative Data,0.03452289281509371,3.882142857142857,2.1523809523809523,4.304761904761905,0.0,2.0,2.0,4.0,0.05500119733491588,1.7736423211184342,1.102870476239271,2.205740952478542,-0.6276752959553823,-1.0611738537880648,-0.1381675869142523,-0.1381675869142523
2001-2005,DataType,National Survey Data,0.03150390458281522,3.8091787439613527,2.101449275362319,4.202898550724638,0.0,5.0,3.0,6.0,0.0482964304778458,1.7627923330920447,1.0927253465690911,2.1854506931381823,-0.6523029605110562,0.6755312203734597,0.8223024454030703,0.8223024454030703
2001-2005,DataType,No dataset,0.031402844676072586,3.7612456747404845,2.083044982698962,4.166089965397924,0.3259803921568627,8.0,7.0,14.0,0.04990024527832428,1.7352405822747758,1.0767438518304109,2.1534877036608218,5.903328647740114,2.4427473449836064,4.566503917289577,4.566503917289577
2001-2005,DataType,Panel/Longitudinal Surveys,0.0314405901482828,3.7875894988066827,2.0859188544152745,4.171837708830549,0.20833333333333334,8.0,9.0,18.0,0.04767597171912263,1.717222804020218,1.0551199869948036,2.110239973989607,3.7103122769514445,2.453036665557652,6.552886146415855,6.552886146415855
2001-2005,Measure,Absolute Mobility Measures,0.07907757341671233,5.372631578947368,3.036842105263158,6.073684210526316,0.0,4.0,2.0,4.0,0.08501137873178755,2.3164069641253686,1.4559606514833598,2.9119213029667197,-0.9301998696692536,-0.5925692679246662,-0.7121360760723882,-0.7121360760723882
2001-2005,Measure,Decomposition / Structural Approaches,0.07998958047446847,5.34300518134715,3.026943005181347,6.053886010362694,0.0,3.0,2.0,4.0,0.08902047344050083,2.394119976440484,1.5213895025707431,3.0427790051414862,-0.8985526293334264,-0.9786498606601455,-0.6750033462476814,-0.6750033462476814
2001-2005,Measure,Multigenerational Measures,0.07778265896255394,5.363152289669862,3.033013844515442,6.066027689030884,0.0,2.0,1.0,2.0,0.08320476676457333,2.386253513507669,1.494116596474083,2.988233192948166,-0.9348341686076572,-1.4093859980225665,-1.360679514110937,-1.360679514110937
2001-2005,Measure,Non‐parametric Approaches,0.07630118546461523,5.2761506276150625,2.98326359832636,5.96652719665272,0.0,2.0,1.0,2.0,0.08560933349340177,2.3900089233572652,1.4785489623641435,2.957097924728287,-0.8912718082368442,-1.3707692032434033,-1.341358080665247,-1.341358080665247
2001-2005,Measure,Others_Measure,0.07659467257226724,5.337197049525817,3.0105374077976816,6.021074815595363,0.0,3.0,2.0,4.0,0.08338977850005465,2.40035531480047,1.5066290319790514,3.013258063958103,-0.9185139228091012,-0.9736879515773259,-0.6707274228416252,-0.6707274228416252
2001-2005,Measure,Regression‐based Measures,0.07542595612478156,5.278586278586278,3.004158004158004,6.008316008316008,0.19730392156862747,8.0,11.0,22.0,0.08438319991850736,2.2799261715913657,1.4676474155965207,2.9352948311930414,1.4443392234656771,1.1936411605443356,5.4480673701810804,5.4480673701810804
2001-2005,Measure,Transition Matrix / Probability Measures,0.0820400092252782,5.352941176470588,3.042016806722689,6.084033613445378,0.0,6.0,4.0,8.0,0.08572734672007476,2.3721597139354644,1.514847418069785,3.02969483613957,-0.9569876167188889,0.27277203121198257,0.6323958319828481,0.6323958319828481
