period,u_type,u_name,v_type,v_name,mean_null,mean_null,mean_null,obs,obs,obs,sd_null,sd_null,sd_null,z,z,z
,,,,,edge_betweenness,edge_betweenness_weighted,pair_count,edge_betweenness,edge_betweenness_weighted,pair_count,edge_betweenness,edge_betweenness_weighted,pair_count,edge_betweenness,edge_betweenness_weighted,pair_count
-2000,DataType,Archival/Historical Data,RqType,Intergenerational Wealth Mobility and Inheritance,0.0815697496947497,0.09786324786324788,1.0,0.1125,0.1125,1.0,0.01697386046372476,0.017278650320123108,0.0,1.822228382951072,0.847100431201263,
-2000,DataType,No dataset,Measure,Decomposition / Structural Approaches,0.048219642570833054,0.08389550264550263,3.4857142857142858,0.04055555555555555,0.0861111111111111,6.0,0.019646176664611836,0.06641356641850367,1.1611854495952179,-0.3901057771246977,0.033360781314571375,2.1652749051946687
-2000,DataType,No dataset,Measure,Others,0.05361356616267331,0.056254960317460315,1.3,0.10250000000000001,0.11666666666666667,2.0,0.01670409485842786,0.04462576488328924,0.45990302387232296,2.926613758581574,1.3537405242734202,1.5220600075774497
-2000,DataType,No dataset,Measure,Transition Matrix / Probability Measures,0.04746876837154615,0.05495267489711934,1.6962962962962962,0.06611111111111109,0.0,1.0,0.015601768044444159,0.04759764786227683,0.7152295746046616,1.194886546605437,-1.1545250104821183,-0.9735283900713548
-2000,DataType,No dataset,RqType,Empirical Estimates and Determinants,0.04481065931823507,0.07507491582491582,2.242424242424242,0.07486111111111111,0.05,2.0,0.014926440288755883,0.04345113565407583,0.8564782909235678,2.0132363250408143,-0.577083094548847,-0.2830477374538337
-2000,DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,0.041219126023230496,0.1868511608623549,6.492537313432836,0.17791666666666667,0.30347222222222225,3.0,0.015586351359316563,0.0721971165961265,1.3078494582191624,8.770336141673516,1.615314667097443,-2.670442910293713
-2000,DataType,No dataset,RqType,Measurement and Methodological Advances,0.07686518059604794,0.09472789115646256,1.0,0.1125,0.11666666666666667,1.0,0.01517388107950916,0.016492695475870952,0.0,2.3484314406597924,1.330211640801884,
-2000,DataType,No dataset,RqType,"Policy, Institutional, and Geographic Impacts",0.07979494047619048,0.09852777777777778,1.0,0.08305555555555555,0.11666666666666667,1.0,0.01475443371015072,0.016857100414760424,0.0,0.22099222128205667,1.0760384907600182,
-2000,DataType,No dataset,RqType,Theoretical and Structural Models,0.04243378464969374,0.08307659932659933,2.581818181818182,0.07055555555555555,0.11666666666666667,5.0,0.01338835446812011,0.05318583694887841,0.9881784626562398,2.100465070059536,0.6315603789849864,2.4471104254607066
-2000,Measure,Absolute Mobility Measures,DataType,Archival/Historical Data,0.035214947089947095,0.022500000000000003,1.0,0.0125,0.0125,1.0,0.025653594459912665,0.029496435081882055,0.0,-0.8854489036786787,-0.3390240200973446,
