citingPaper,citedPaper,citingDOI,citedDOI,citingTitle,citedTitle,citingPaperId,citedPaperId,intents,edge_isInfluential,contexts,citing_influentialCitationCount,cited_influentialCitationCount,cited_CitationsCount,cited_ReferencesCount,citing_CitationsCount,citing_ReferencesCount
https://openalex.org/W4393244952,https://openalex.org/W2564827629,https://doi.org/10.1257/app.20210137,https://doi.org/10.1126/science.aal4617,Measuring Absolute Income Mobility: Lessons from North America and Europe,The fading American dream: Trends in absolute income mobility since 1940,6af595b5ca4a6103a9b9a241a2d51e84284846f4,d71a5599772aa934e261834ba0ea62249d775b75,[],False,[],0.0,54.0,758,72,6,32
https://openalex.org/W3208235548,https://openalex.org/W2564827629,https://doi.org/10.1111/1475-4932.12641,https://doi.org/10.1126/science.aal4617,Are We Richer than Our Parents Were? Absolute Income Mobility in Australia*,The fading American dream: Trends in absolute income mobility since 1940,07dc9c431568cf0cb529403d1736df8fee714f30,d71a5599772aa934e261834ba0ea62249d775b75,[],False,[],0.0,54.0,758,72,6,37
https://openalex.org/W4289222991,https://openalex.org/W2564827629,https://doi.org/10.1038/s41586-022-04996-4,https://doi.org/10.1126/science.aal4617,Social capital I: measurement and associations with economic mobility,The fading American dream: Trends in absolute income mobility since 1940,9ddf8befca7e62dfa178bbd02f489122cdb29736,d71a5599772aa934e261834ba0ea62249d775b75,[],False,[],15.0,54.0,758,72,355,103
https://openalex.org/W3045264130,https://openalex.org/W2564827629,https://doi.org/10.1111/coep.12478,https://doi.org/10.1126/science.aal4617,IMPROVING EQUALITY OF OPPORTUNITY: NEW INSIGHTS FROM BIG DATA,The fading American dream: Trends in absolute income mobility since 1940,b8ce4792418f29ede6d94864ca37acf137e30765,d71a5599772aa934e261834ba0ea62249d775b75,[],False,[],2.0,54.0,758,72,17,12
https://openalex.org/W4280580662,https://openalex.org/W2564827629,https://doi.org/10.1146/annurev-economics-082321-122703,https://doi.org/10.1126/science.aal4617,The Great Gatsby Curve,The fading American dream: Trends in absolute income mobility since 1940,46213a8359dac1c3195af84f92ff9e88f246dd86,d71a5599772aa934e261834ba0ea62249d775b75,[],,,1.0,54.0,758,72,40,198
https://openalex.org/W3018625260,https://openalex.org/W2564827629,https://doi.org/10.1161/jaha.119.015698,https://doi.org/10.1126/science.aal4617,Youth Who Achieve Upward Socioeconomic Mobility Display Lower Psychological Distress But Higher Metabolic Syndrome Rates as Adults: Prospective Evidence From Add Health and MIDUS,The fading American dream: Trends in absolute income mobility since 1940,14670a7cd2f6e3800590a25019a1052c8ef0ecc2,d71a5599772aa934e261834ba0ea62249d775b75,[],False,[],,54.0,758,72,26,37
https://openalex.org/W3088079582,https://openalex.org/W2564827629,https://doi.org/10.1177/2378023120951139,https://doi.org/10.1126/science.aal4617,Trends and Disparities in Subjective Upward Mobility since 1940,The fading American dream: Trends in absolute income mobility since 1940,14dda1e8728e6e51de8c5b3cd99a3ba2f8def36c,d71a5599772aa934e261834ba0ea62249d775b75,"['methodology', 'background']",True,"['Income mobility estimates are from the copula-based analysis by Chetty et al. (2017), while we estimate mobility in educational attainment and occupational status directly from the GSS respondents.', 'Today, the prospect of upward mobility increasingly appears to be slipping out of reach (Chetty et al. 2017; Hout 2018).', 'Estimates of income mobility in Figure 1B are as reported by Chetty et al. (2017).', 'Among academic researchers, policy makers, and the general public, such statistics have been used to infer that a growing share of Americans are facing lower standards of living or are fundamentally “worse off” than their parents (Case and Deaton 2015; Chetty et al. 2017; Obama 2013; Putnam 2016).', 'Since the baby boom, the proportion who go on to out-earn their parents has plummeted: whereas about 90 percent of those born in the 1940s earned higher real incomes than their parents in adulthood, that share dropped to about half in the early 1980s (Chetty et al. 2017).', 'We construct education and occupation mobility in a similar way on the 6For example, Chetty et al. (2017) stated that “One of the defining features of the American dream is the aspiration that children have a higher standard of living than their parents” (p. 398).\nbasis of respondents’ reports of…', 'One implication is that the decline in objective mobility may not have been “felt” by a majority of Americans and therefore might be less consequential than previously thought as a determinant of behavior, orientations, and well-being (Case and Deaton 2015; Chetty et al. 2017; Obama 2013; Putnam 2016).', '…implication is that the decline in objective mobility may not have been “felt” by a majority of Americans and therefore might be less consequential than previously thought as a determinant of behavior, orientations, and well-being (Case and Deaton 2015; Chetty et al. 2017; Obama 2013; Putnam 2016).', 'However, research on intergenerational mobility suggests that this prospect is fading (Chetty et al. 2017; Hout 2018; Song et al. 2019).', 'With few exceptions, intergenerational mobility research draws on unidimensional measures such as income (Chetty et al. 2017) or occupational status (Hout 2018; Song et al.', 'With few exceptions, intergenerational mobility research draws on unidimensional measures such as income (Chetty et al. 2017) or occupational status (Hout 2018; Song et al. 2019).', 'From about the mid-1950s, these shares stabilize, and overall, perceptions are more positive than previous work based on income or occupation would lead us to expect (Chetty et al. 2017; Hout 2018; Song et al. 2019).']",,54.0,758,72,24,85
https://openalex.org/W4213429281,https://openalex.org/W2564827629,https://doi.org/10.1080/00036846.2022.2041181,https://doi.org/10.1126/science.aal4617,Relatively accurate but absolutely off: U.S. residents’ estimates of relative and absolute economic mobility,The fading American dream: Trends in absolute income mobility since 1940,47eb9259bb45120eeef4f8be524c4d5068a640f2,d71a5599772aa934e261834ba0ea62249d775b75,"['result', 'methodology', 'background']",True,"['Day and Fiske (2017) find perceptions of mobility among U.', '(2017), we use Chetty et al. (2014) as the benchmark for accuracy.', 'To address this, we average respondents‘ answers across quintiles, and compare this estimate of average mobility to average mobility from Chetty et al. (2017).', 'Like Davidai and Gilovich (2018), we ask quintiles rather than tertiles to elicit mobility beliefs, but like Chambers, Swan, and Heesacker (2015) and Swan et al. (2017), we ask about the frequency of a cohort of individuals‘ experience of past mobility, rather than an individual‘s likelihood to rise up in the future as in Davidai and Gilovich (2015a).(10) Figure 1 presents part of the relative mobility question.', 'Day and Fiske (2017) find perceptions of mobility among U.S. subjects are positively correlated with support for political and economic status quo. Thus, citizens‘ perceptions of mobility may explain their lack of support for redistribution.(1) One definition of mobility is relative mobility – whether children reach a higher percentile rank in the income distribution as adults than they did as children.(2) The evidence on Americans‘ perceptions of relative economic mobility is decidedly mixed. While Alesina, Stantcheva, and Teso (2018), Davidai and Gilovich (2015a, 2018), Kraus and Tan (2015), and Kraus (2015) find that Americans overestimate relative upward mobility, Chambers, Swan, and Heesacker (2015), Cheng and Wen (2019), and Swan et al.', '…1) and of absolute mobility in another treatment (Study 2) before presenting respondents with the actual measure of the (respective) mobility from Chetty et al. (2014, 2017).5 These questions, which were followed immediately by the correct answers, were designed to get respondents to engage with…', 'Our regression results are insensitive to using the truncated scale.\nmobility question appears in Figure 5 We compare their answers to estimates of absolute mobility from Chetty et al. (2017).', 'That said, results elsewhere (Barton and Pan 2021) suggest that the assumed link\nbetween beliefs in mobility and policy views may not hold, and the results here may be offset by the downward trend in absolute mobility from the 1940s to the present as documented in Chetty et al. (2017).', 'Like Davidai and Gilovich (2018), we ask quintiles rather than tertiles to elicit mobility beliefs, but like Chambers, Swan, and Heesacker (2015) and Swan et al. (2017), we ask about the frequency of a cohort of individuals‘ experience of past mobility, rather than an individual‘s likelihood to rise up in the future as in Davidai and Gilovich (2015a).', 'While Chetty et al. (2017) both measured recent absolute mobility and demonstrated its trend over time, we could only find research on people‘s estimates of relative economic mobility in the literature.', 'And second, when it comes to absolute mobility in study 2, Chetty et al. (2017) demonstrates that the patterns of absolute mobility are very similar whether one uses family or individual income.', 'Like Davidai and Gilovich (2018), we ask quintiles rather than tertiles to elicit mobility beliefs, but like Chambers, Swan, and Heesacker (2015) and Swan et al.', 'close to the actual data from Chetty et al. (2014). And second, when it comes to absolute mobility in study 2, Chetty et al.', 'While Alesina, Stantcheva, and Teso (2018), Davidai and Gilovich (2015a, 2018), Kraus and Tan (2015), and Kraus (2015) find that Americans overestimate relative upward mobility, Chambers, Swan, and Heesacker (2015), Cheng and Wen (2019), and Swan et al.']",0.0,54.0,758,72,0,45
https://openalex.org/W4295122648,https://openalex.org/W2564827629,https://doi.org/10.1093/ereh/heac010,https://doi.org/10.1126/science.aal4617,"<i>Materfamilias</i>: the association of mother’s work on children’s absolute income mobility, Southern Sweden (1947–2015)",The fading American dream: Trends in absolute income mobility since 1940,755688a913424312bd97a706021a8249b1290591,d71a5599772aa934e261834ba0ea62249d775b75,[],False,[],,54.0,758,72,1,30
https://openalex.org/W2598656573,https://openalex.org/W2564827629,https://doi.org/10.2139/ssrn.2796563,https://doi.org/10.1126/science.aal4617,Understanding the Mechanical Relationship between Inequality and Intergenerational Mobility,The fading American dream: Trends in absolute income mobility since 1940,664e2868a53f0540a5aed11a747783263561808b,d71a5599772aa934e261834ba0ea62249d775b75,"['result', 'background']",True,"['The trends in absolute mobility in income in the United States have also been linked to the growing income inequality during the past few decades (Chetty et al., 2017; Katz and Krueger, 2017; Berman, 2017).', 'Changes in the income inequality, derived from the income distribution, can therefore be independent of mobility and of changes in mobility, as demonstrated empirically by Lee and Solon (2009); Hauser (2010); Chetty et al. (2014b). They show that although income inequality had been increasing rapidly since the 1970s in the US, no significant decrease in the chances of a child to reach the top quintile of the income distribution, starting from the bottom quintile, were observed during this period. Becker and Tomes (1979) have demonstrated a positive relationship between inequality within a generation and immobility across generations, based on a microeconomic model for a family, assuming utility-maximizing behavior. Maoz and Moav (1999) have reached similar conclusions, also relating mobility and equality to growth. They base their results on a model in which individuals maximize their utility, subject to their cost of acquiring education and inherited income. Galor and Tsiddon (1997), however, obtain different results. They show that “in periods of major technological inventions, a decline in the relative importance of initial conditions raises inequality, enhances mobility, and generates a larger concentration of high-ability individuals in technologically advanced sectors, stimulating future technological progress and growth” (p. 363). Goldberger (1989) partially criticized these approaches, suggesting that “the', 'Chetty et al. (2014a) describe the practical advantage of RRS over the IGE and argue that rank-rank slopes “prove to be much more robust [than IGE] across specifications and are thus more suitable for comparisons across areas from a statistical perspective” (p. 1561). Other measures can be used as well, such as the autocorrelation of the earnings ranking (Fields and Ok, 1999; Liu et al., 2013; Berman, Peters and Adamou, 2017) and the probability for moving up and down between quantiles (Van de Gaer, Schokkaert and Martinez, 2001; Erikson and Goldthorpe, 2002; Bradbury and Katz, 2009; Marrero and Rodŕıguez, 2013; Chetty et al., 2014b; Berman, Shapira and Ben-Jacob, 2015). Mobility is also measured in absolute terms—for example, as the fraction of children earning more than their parents (Chetty et al., 2017). The trends in absolute mobility in income in the United States have also been linked to the growing income inequality during the past few decades (Chetty et al., 2017; Katz and Krueger, 2017; Berman, 2017). However, they are known to be fundamentally different from, and even inversely related to relative mobility measures, such as the IGE (Chetty et al., 2017; Berman, 2017). Others, such as Leman (1980); Jæger and Holm (2007); Hertel and Groh-Samberg', 'Changes in the income inequality, derived from the income distribution, can therefore be independent of mobility and of changes in mobility, as demonstrated empirically by Lee and Solon (2009); Hauser (2010); Chetty et al. (2014b). They show that although income inequality had been increasing rapidly since the 1970s in the US, no significant decrease in the chances of a child to reach the top quintile of the income distribution, starting from the bottom quintile, were observed during this period. Becker and Tomes (1979) have demonstrated a positive relationship between inequality within a generation and immobility across generations, based on a microeconomic model for a family, assuming utility-maximizing behavior. Maoz and Moav (1999) have reached similar conclusions, also relating mobility and equality to growth. They base their results on a model in which individuals maximize their utility, subject to their cost of acquiring education and inherited income. Galor and Tsiddon (1997), however, obtain different results.', 'Changes in the income inequality, derived from the income distribution, can therefore be independent of mobility and of changes in mobility, as demonstrated empirically by Lee and Solon (2009); Hauser (2010); Chetty et al. (2014b). They show that although income inequality had been increasing rapidly since the 1970s in the US, no significant decrease in the chances of a child to reach the top quintile of the income distribution, starting from the bottom quintile, were observed during this period. Becker and Tomes (1979) have demonstrated a positive relationship between inequality within a generation and immobility across generations, based on a microeconomic model for a family, assuming utility-maximizing behavior.', 'However, they are known to be fundamentally different from, and even inversely related to relative mobility measures, such as the IGE (Chetty et al., 2017; Berman, 2017).', 'Chetty et al. (2014a) describe the practical advantage of RRS over the IGE and argue that rank-rank slopes “prove to be much more robust [than IGE] across specifications and are thus more suitable for comparisons across areas from a statistical perspective” (p.', 'Changes in the income inequality, derived from the income distribution, can therefore be independent of mobility and of changes in mobility, as demonstrated empirically by Lee and Solon (2009); Hauser (2010); Chetty et al. (2014b). They show that although income inequality had been increasing rapidly since the 1970s in the US, no significant decrease in the chances of a child to reach the top quintile of the income distribution, starting from the bottom quintile, were observed during this period.', 'Changes in the income inequality, derived from the income distribution, can therefore be independent of mobility and of changes in mobility, as demonstrated empirically by Lee and Solon (2009); Hauser (2010); Chetty et al. (2014b). They show that although income inequality had been increasing rapidly since the 1970s in the US, no significant decrease in the chances of a child to reach the top quintile of the income distribution, starting from the bottom quintile, were observed during this period. Becker and Tomes (1979) have demonstrated a positive relationship between inequality within a generation and immobility across generations, based on a microeconomic model for a family, assuming utility-maximizing behavior. Maoz and Moav (1999) have reached similar conclusions, also relating mobility and equality to growth.', 'Mobility is also measured in absolute terms—for example, as the fraction of children earning more than their parents (Chetty et al., 2017).']",0.0,54.0,758,72,6,54
