id,cost
0,0.0012694000000000002
1,0.0029315000000000005
2,0.0018227
3,0.0019217000000000001
4,0.0026774000000000004
5,0.0057123
6,0.0021703
7,0.0027643
8,0.0010032
9,0.0018645
10,0.006736400000000001
11,0.0056947000000000005
12,0.0015653000000000002
13,0.0021692
14,0.0039501
15,0.0021714
16,0.0061776
17,0.0040084000000000005
18,0.0021582
19,0.0029535000000000004
20,0.0012903
21,0.0025344
22,0.0031878
23,0.0038797
24,0.0028303
25,0.0041646
26,0.0072941
27,0.0027764
28,0.002244
29,0.0025575
30,0.0025311
31,0.0023925
32,0.0071357
33,0.0032890000000000003
34,0.003663
35,0.003914900000000001
36,0.0013937
37,0.005585800000000001
38,0.0029304
39,0.0019569
40,0.003753200000000001
41,0.0027533
42,0.0057156
43,0.0041283000000000005
44,0.0045408
45,0.009774600000000001
46,0.0021703
47,0.002156
48,0.0085503
49,0.0029777000000000007
50,0.004053500000000001
51,0.0027258000000000004
52,0.0020053
53,0.0041723
54,0.0034353000000000005
55,0.0054703
56,0.0039204
57,0.001848
58,0.0018601
59,0.0050765
60,0.0067188000000000005
61,0.0016929
62,0.0028347000000000003
63,0.0059015000000000005
64,0.0028237
65,0.002673
66,0.0016819
67,0.0049247
68,0.0032472
69,0.0025685000000000005
70,0.0025135
71,0.0023782
72,0.0024475
73,0.0013574
74,0.004081
75,0.001353
76,0.0125983
77,0.006576900000000001
78,0.0016269000000000001
79,0.0040161
80,0.0060786
81,0.007114800000000001
82,0.0035530000000000006
83,0.0019338
84,0.0022143
85,0.0027588
86,0.0023573
87,0.0020482
88,0.0027610000000000004
89,0.0021516
90,0.0013893
91,0.0099924
92,0.001386
93,0.0031932999999999996
94,0.0025080000000000002
95,0.0046684000000000005
96,0.001353
97,0.0015829000000000001
98,0.0029029000000000004
99,0.0019459
100,0.0025432000000000002
101,0.0020031
102,0.0033649000000000005
103,0.0034881
104,0.0032516000000000003
105,0.0013321000000000001
106,0.0042757
107,0.0114213
108,0.0039952
109,0.0022429
110,0.002541
111,0.0019283
112,0.0034045000000000004
113,0.0044187
114,0.0016082000000000002
115,0.0024860000000000004
116,0.0032681
117,0.0028897000000000003
118,0.0016533
119,0.0015136000000000001
120,0.0020427
121,0.0015939000000000003
122,0.011563200000000001
123,0.0013090000000000003
124,0.0013937
125,0.0034980000000000002
126,0.0023474000000000004
127,0.0037334
128,0.0026433000000000003
129,0.0009856
130,0.0028633
131,0.0021428000000000003
132,0.0013233000000000001
133,0.0013552
134,0.0017468000000000002
135,0.0024431
136,0.0021769000000000003
137,0.0033836000000000005
138,0.0016610000000000001
139,0.0022231
140,0.004005100000000001
141,0.0023188
142,0.004851
143,0.0037103
144,0.0039501
145,0.0023397
146,0.0019646
147,0.0010505000000000002
148,0.0017666000000000001
149,0.0018403
150,0.0019063
151,0.0082555
152,0.0012969000000000001
153,0.0034298000000000006
154,0.010469800000000001
155,0.008546999999999999
156,0.0012144
157,0.0067012
158,0.0013079
159,0.0012760000000000002
160,0.0036157
161,0.0024057
162,0.0042361000000000005
163,0.0024552000000000003
164,0.0021373
165,0.0012925000000000002
166,0.0010747
167,0.0026664
168,0.008398500000000001
169,0.0020372000000000003
170,0.0096129
171,0.0032802000000000005
172,0.0015829000000000004
173,0.0025223000000000003
174,0.0040799
175,0.0041018999999999995
176,0.0013585000000000001
177,0.0044858
178,0.0015697000000000003
179,0.003945700000000001
180,0.0037971999999999997
181,0.006139100000000001
182,0.0031031
183,0.0014157000000000002
184,0.0018766
185,0.0012870000000000002
186,0.0017600000000000003
187,0.010256400000000002
188,0.0076395000000000005
189,0.007635100000000001
190,0.0017402000000000001
191,0.0015862000000000003
192,0.0030877000000000005
193,0.0030184000000000005
194,0.006921200000000001
195,0.0024299
196,0.0106095
197,0.0009713
198,0.0022528
199,0.0042174
200,0.0019811
201,0.0019382
202,0.0027731000000000006
203,0.0060599
204,0.0029645000000000006
205,0.0065681
206,0.0025344
207,0.0014322
208,0.0016742
209,0.0030876999999999996
210,0.00099
211,0.005798100000000001
212,0.0022418000000000004
213,0.0013497000000000001
214,0.0011022000000000002
215,0.0017556000000000002
216,0.0029700000000000004
217,0.0025586000000000003
218,0.0022572
219,0.0016115
220,0.001925
221,0.0032813
222,0.0017017
223,0.011339900000000002
224,0.0048202
225,0.0015554000000000002
226,0.0060258
227,0.010599599999999999
228,0.0009713
229,0.0022924
230,0.0028996
231,0.0034375
232,0.0035101000000000004
233,0.0021835
234,0.0028732000000000002
235,0.0019074
236,0.0061281
237,0.0030569000000000004
238,0.0024200000000000003
239,0.0019987
240,0.0010494000000000002
241,0.001925
242,0.0016181000000000001
243,0.0018744
244,0.0012540000000000001
245,0.0028655
246,0.0018502000000000002
247,0.0020239999999999998
248,0.0012936000000000002
249,0.0118679
250,0.0119141
251,0.0022154
252,0.0019602
253,0.0023881
254,0.010140900000000001
255,0.0019624000000000004
256,0.0013057000000000001
257,0.0096151
258,0.0026686000000000006
259,0.0033407000000000003
260,0.0013981
261,0.0019954
262,0.0022781
263,0.007577900000000001
264,0.0027775
265,0.0023100000000000004
266,0.0030525
267,0.0042229
268,0.0021494
269,0.0013541
270,0.0032252
271,0.0083017
272,0.0031988
273,0.0029843000000000005
274,0.008723
275,0.0026983000000000003
276,0.0015213000000000002
277,0.0027423
278,0.0039897
279,0.0030085000000000003
280,0.007548200000000001
281,0.002255
282,0.0027698
283,0.0071434
284,0.0021285
285,0.006989400000000001
