,std_x,std_y,avg_disp,node,iter
0,0.8005921071819285,0.7320512127570646,1.0733364016500797,Pseudo-Panel/Household Budget Survey,100
1,0.5638364117326029,0.5323778228629111,0.7694127299649904,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",100
2,0.590457916507603,0.3998242815170256,0.7069681902720412,Natural/Experimental Data,100
3,0.45337197994071965,0.5504720545305529,0.7010888003710998,Perceptions of Mobility and Attitudes,100
4,0.4864779938237291,0.5001127737257243,0.6929484998907923,International Panel Data,100
5,0.5944289717259261,0.4038287694607771,0.683673331064643,Others_RqType,100
6,0.4263041928241303,0.5285091588738381,0.6615383109335788,Big Data,100
7,0.48499755715201753,0.4335288789199821,0.6391782015948839,University/Institution Data,100
8,0.3950048283432656,0.4925023217244177,0.6144108089528146,Multigenerational Measures,100
9,0.46233248884697054,0.3754352421337301,0.5797865978108585,Others_DataType,100
10,0.5014488956776131,0.30441461661921526,0.5676897557964863,Archival/Historical Data,100
11,0.353603512690369,0.44583871854564244,0.5500581921408505,Theoretical and Structural Models,100
12,0.38260652184721744,0.4070619151022985,0.5444387524243754,No dataset,100
13,0.36286644457220335,0.4276047793098054,0.5432404443900779,Opportunity Atlas,100
14,0.39708082383052173,0.37572654070941874,0.5385753658157976,Decomposition / Structural Approaches,100
15,0.2801718842418592,0.4216192505762978,0.4941370923389582,Administrative/Registry Data,100
16,0.4297523375500152,0.27565687825646545,0.4891308295049478,"Demographic Differences in Mobility (Race, Gender, etc.)",100
17,0.286687697283706,0.38499827655293983,0.4647733212205968,Measurement and Methodological Advances,100
18,0.34816452644692614,0.3113323382031892,0.4554623635766756,Absolute Mobility Measures,100
19,0.3315446788386705,0.2709417428794787,0.4143329297451667,"Policy, Institutional, and Geographic Impacts",100
20,0.26512877800604895,0.3001821376097832,0.3751194966257717,Linked Administrative Data,100
21,0.23310759754753121,0.3086512182530303,0.35838069597861955,Transition Matrix / Probability Measures,100
22,0.2471458365165206,0.28502673594202843,0.35528552725489015,Others_Measure,100
23,0.233102321648039,0.2846359586578751,0.35509921880821815,National Survey Data,100
24,0.25817510078661476,0.23761280927955405,0.3371762700887585,Intergenerational Wealth Mobility and Inheritance,100
25,0.24023957247338612,0.2123570847758096,0.2953185618739945,Non‐parametric Approaches,100
26,0.19061281734799898,0.21831022513547882,0.2739071276278975,Empirical Estimates and Determinants,100
27,0.21213816922976503,0.139902585047562,0.22899268985348611,Rank‐based Measures,100
28,0.16941040490874087,0.17468662493864753,0.22493631335653091,Regression‐based Measures,100
29,0.1949982520290215,0.155454300251549,0.2227685005680653,Panel/Longitudinal Surveys,100
30,0.8412724244013927,0.6965762094923825,1.0852316308713745,Pseudo-Panel/Household Budget Survey,500
31,0.5509390735061482,0.49288788541795625,0.7310567417941628,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",500
32,0.5172593149997324,0.504278782129752,0.7180063117207778,Perceptions of Mobility and Attitudes,500
33,0.573674181753517,0.40475192346376765,0.690676850563411,Natural/Experimental Data,500
34,0.38275965557857866,0.5688967622671826,0.6755705662905269,Big Data,500
35,0.46173928493177563,0.52660712549773,0.6695114026463571,Others_RqType,500
36,0.5016482827853168,0.44941833675389053,0.6605521600474469,International Panel Data,500
37,0.4829744414718561,0.41692847226054125,0.6252944534316187,University/Institution Data,500
38,0.4419442871496593,0.4518049427569561,0.6238233949793313,Theoretical and Structural Models,500
39,0.40981286952041646,0.4669222786999889,0.5900099485960977,Multigenerational Measures,500
40,0.42337127292955645,0.42562895541124984,0.5853233920378126,Others_DataType,500
41,0.44959478703920075,0.3819026265037498,0.5739137633403331,Archival/Historical Data,500
42,0.3554090676432261,0.421619382758353,0.5251348081904321,Opportunity Atlas,500
43,0.3954382196552856,0.34710286437665905,0.519763419483983,Decomposition / Structural Approaches,500
44,0.3843534633733545,0.3496191118574268,0.49575618438637226,"Demographic Differences in Mobility (Race, Gender, etc.)",500
45,0.34259022799564953,0.3810982418914925,0.493056509440221,No dataset,500
46,0.3199058475483118,0.3734223191975597,0.4834967799068311,Administrative/Registry Data,500
47,0.2833582035715159,0.35345520978267597,0.43869086404964397,Measurement and Methodological Advances,500
48,0.3094425921404898,0.3149020723959521,0.42052064622351876,"Policy, Institutional, and Geographic Impacts",500
49,0.34267369477151516,0.29276474131499935,0.4166878273308021,Absolute Mobility Measures,500
50,0.2736255594839472,0.28123797829549346,0.3877711165613574,Linked Administrative Data,500
51,0.27431707810827655,0.2814012607780664,0.3752757857774245,Transition Matrix / Probability Measures,500
52,0.28483643443688583,0.26022730165697033,0.36833553734337826,National Survey Data,500
53,0.2561720085215439,0.23270158643571706,0.32940244502729193,Intergenerational Wealth Mobility and Inheritance,500
54,0.2443665676180644,0.22784030617318443,0.3124829598738523,Others_Measure,500
55,0.23587750273748462,0.21269801850360567,0.2872828997894409,Non‐parametric Approaches,500
56,0.22453700964552925,0.19465881520078893,0.2759406524168699,Empirical Estimates and Determinants,500
57,0.21092378804293976,0.17184575379497963,0.2487151902054297,Panel/Longitudinal Surveys,500
58,0.1776918451908913,0.20094283646624467,0.2422229289625134,Rank‐based Measures,500
59,0.1917788629204623,0.1543479408623395,0.22488165560101184,Regression‐based Measures,500
60,0.8485935089814997,0.7262130232322707,1.1075846634709234,Pseudo-Panel/Household Budget Survey,1000
61,0.5942017889530004,0.4925260804943538,0.7665293953608193,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1000
62,0.5412940435124883,0.5157795498706558,0.7349429012905127,Others_RqType,1000
63,0.49802608850887015,0.5354972750849275,0.7228572660517848,Perceptions of Mobility and Attitudes,1000
64,0.5653661046947561,0.4422644508341716,0.7056192419508965,Natural/Experimental Data,1000
65,0.44553936901099855,0.5470615524838616,0.7010940531773978,Big Data,1000
66,0.49829707899050724,0.47908161341916505,0.678938540010618,International Panel Data,1000
67,0.446323123344537,0.48643205034902887,0.6565324919533182,Theoretical and Structural Models,1000
68,0.4523256572728532,0.478246616202605,0.6521094066845007,Multigenerational Measures,1000
69,0.5012639100070924,0.4210624290600423,0.6443321573474973,University/Institution Data,1000
70,0.41463450677387476,0.47489731197942975,0.6228959963215925,Archival/Historical Data,1000
71,0.4828152230513778,0.40505261512409396,0.6138084246991665,Others_DataType,1000
72,0.3271110771944049,0.4747371102971363,0.5601010776060381,Opportunity Atlas,1000
73,0.3504363941781928,0.4217426355588572,0.530371888935702,Decomposition / Structural Approaches,1000
74,0.38902492828606444,0.3427755409989407,0.50850220172203,Administrative/Registry Data,1000
75,0.3412687050883807,0.39438087186265347,0.5042722911677897,No dataset,1000
76,0.3837563769882481,0.35263593246709085,0.495798265393567,"Demographic Differences in Mobility (Race, Gender, etc.)",1000
77,0.293867536512736,0.3657184907573492,0.44589200446222743,Absolute Mobility Measures,1000
78,0.2347287796268977,0.3886270159681037,0.44512485777578104,Measurement and Methodological Advances,1000
79,0.347492726397886,0.3045543537890984,0.43902883715288127,"Policy, Institutional, and Geographic Impacts",1000
80,0.3127559114879439,0.2838983079668241,0.4095924472729064,Linked Administrative Data,1000
81,0.3061867626521172,0.24706501348446058,0.37655350599648435,Transition Matrix / Probability Measures,1000
82,0.2510241182962301,0.2622790981982618,0.3544120430350684,Intergenerational Wealth Mobility and Inheritance,1000
83,0.2617726269921293,0.26358228559050295,0.34652942726238783,National Survey Data,1000
84,0.2594164079889021,0.25195814256061166,0.33811888845947174,Others_Measure,1000
