citingPaper,citedPaper,citingDOI,citedDOI,citingTitle,citedTitle,citingPaperId,citedPaperId
https://openalex.org/W4393244952,https://openalex.org/W2564827629,https://doi.org/10.1257/app.20210137,https://doi.org/10.1126/science.aal4617,Measuring Absolute Income Mobility: Lessons from North America and Europe,The fading American dream: Trends in absolute income mobility since 1940,6af595b5ca4a6103a9b9a241a2d51e84284846f4,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W3208235548,https://openalex.org/W2564827629,https://doi.org/10.1111/1475-4932.12641,https://doi.org/10.1126/science.aal4617,Are We Richer than Our Parents Were? Absolute Income Mobility in Australia*,The fading American dream: Trends in absolute income mobility since 1940,07dc9c431568cf0cb529403d1736df8fee714f30,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W4289222991,https://openalex.org/W2564827629,https://doi.org/10.1038/s41586-022-04996-4,https://doi.org/10.1126/science.aal4617,Social capital I: measurement and associations with economic mobility,The fading American dream: Trends in absolute income mobility since 1940,9ddf8befca7e62dfa178bbd02f489122cdb29736,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W3045264130,https://openalex.org/W2564827629,https://doi.org/10.1111/coep.12478,https://doi.org/10.1126/science.aal4617,IMPROVING EQUALITY OF OPPORTUNITY: NEW INSIGHTS FROM BIG DATA,The fading American dream: Trends in absolute income mobility since 1940,b8ce4792418f29ede6d94864ca37acf137e30765,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W4280580662,https://openalex.org/W2564827629,https://doi.org/10.1146/annurev-economics-082321-122703,https://doi.org/10.1126/science.aal4617,The Great Gatsby Curve,The fading American dream: Trends in absolute income mobility since 1940,46213a8359dac1c3195af84f92ff9e88f246dd86,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W3018625260,https://openalex.org/W2564827629,https://doi.org/10.1161/jaha.119.015698,https://doi.org/10.1126/science.aal4617,Youth Who Achieve Upward Socioeconomic Mobility Display Lower Psychological Distress But Higher Metabolic Syndrome Rates as Adults: Prospective Evidence From Add Health and MIDUS,The fading American dream: Trends in absolute income mobility since 1940,14670a7cd2f6e3800590a25019a1052c8ef0ecc2,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W3088079582,https://openalex.org/W2564827629,https://doi.org/10.1177/2378023120951139,https://doi.org/10.1126/science.aal4617,Trends and Disparities in Subjective Upward Mobility since 1940,The fading American dream: Trends in absolute income mobility since 1940,14dda1e8728e6e51de8c5b3cd99a3ba2f8def36c,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W4213429281,https://openalex.org/W2564827629,https://doi.org/10.1080/00036846.2022.2041181,https://doi.org/10.1126/science.aal4617,Relatively accurate but absolutely off: U.S. residents’ estimates of relative and absolute economic mobility,The fading American dream: Trends in absolute income mobility since 1940,47eb9259bb45120eeef4f8be524c4d5068a640f2,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W4295122648,https://openalex.org/W2564827629,https://doi.org/10.1093/ereh/heac010,https://doi.org/10.1126/science.aal4617,"<i>Materfamilias</i>: the association of mother’s work on children’s absolute income mobility, Southern Sweden (1947–2015)",The fading American dream: Trends in absolute income mobility since 1940,755688a913424312bd97a706021a8249b1290591,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W2598656573,https://openalex.org/W2564827629,https://doi.org/10.2139/ssrn.2796563,https://doi.org/10.1126/science.aal4617,Understanding the Mechanical Relationship between Inequality and Intergenerational Mobility,The fading American dream: Trends in absolute income mobility since 1940,664e2868a53f0540a5aed11a747783263561808b,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W2773358030,https://openalex.org/W2564827629,https://doi.org/10.1111/obes.12355,https://doi.org/10.1126/science.aal4617,Distributional Effects of a Continuous Treatment with an Application on Intergenerational Mobility,The fading American dream: Trends in absolute income mobility since 1940,eef527fa8fd30ce296c467247104b48c538a50d6,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W2811219136,https://openalex.org/W2564827629,https://doi.org/10.1007/s13524-018-0693-4,https://doi.org/10.1126/science.aal4617,Places of Persistence: Slavery and the Geography of Intergenerational Mobility in the United States,The fading American dream: Trends in absolute income mobility since 1940,a47968dd277b5ac2427c456c39ed1bb36ac28012,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W2896751489,https://openalex.org/W2564827629,https://doi.org/10.1177/2378023118805646,https://doi.org/10.1126/science.aal4617,Visualizing Income Inequality and Mobility Together,The fading American dream: Trends in absolute income mobility since 1940,dbc9c9ce60a023ef6739d70f31e9a97547ab84fb,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W2920476039,https://openalex.org/W2564827629,https://doi.org/10.1073/pnas.1810893116,https://doi.org/10.1126/science.aal4617,American geography of opportunity reveals European origins,The fading American dream: Trends in absolute income mobility since 1940,0dc3463c805b3d505c75670edc55fad535796767,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W2947666646,https://openalex.org/W2564827629,https://doi.org/10.1093/ej/uez019,https://doi.org/10.1126/science.aal4617,The Canadian Geography of Intergenerational Income Mobility,The fading American dream: Trends in absolute income mobility since 1940,a050d311e42a0e108875f33e74a07072af07ce01,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W3022704615,https://openalex.org/W2564827629,https://doi.org/10.1146/annurev-soc-121919-054814,https://doi.org/10.1126/science.aal4617,The Impact of Inequality on Intergenerational Mobility,The fading American dream: Trends in absolute income mobility since 1940,c9b7906c11971dbc1ba2e0d345d4d023cdda4c64,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W3037705751,https://openalex.org/W2564827629,https://doi.org/10.1080/07350015.2020.1787176,https://doi.org/10.1126/science.aal4617,A Nonparametric Nonclassical Measurement Error Approach to Estimating Intergenerational Mobility Elasticities,The fading American dream: Trends in absolute income mobility since 1940,5c98896eebea7e28e54d4a9c7a589b5b1561989c,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W3039606322,https://openalex.org/W2564827629,https://doi.org/10.1186/s12651-020-00272-y,https://doi.org/10.1126/science.aal4617,Intergenerational transmission of economic success in Austria with a focus on migration and gender,The fading American dream: Trends in absolute income mobility since 1940,f7a9cf0873535b974b619c6eaeee55d5a48b110c,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W3119775080,https://openalex.org/W2564827629,https://doi.org/10.1007/s11205-020-02579-2,https://doi.org/10.1126/science.aal4617,Does Economic Inequality Constrain Intergenerational Economic Mobility? The Association Between Income Inequality During Childhood and Intergenerational Income Persistence in the United States,The fading American dream: Trends in absolute income mobility since 1940,aba5ca7bfd3a3f38872b07b726a92dfed714ffbd,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W3121144081,https://openalex.org/W2564827629,https://doi.org/10.1007/s10888-021-09483-w,https://doi.org/10.1126/science.aal4617,"Like father, like son? A comparison of absolute and relative intergenerational labour income mobility in Germany and the US",The fading American dream: Trends in absolute income mobility since 1940,b61c4ca3281932afc23495f564a03f43588196f2,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W3123816425,https://openalex.org/W2564827629,https://doi.org/10.1093/qje/qjz042,https://doi.org/10.1126/science.aal4617,Race and Economic Opportunity in the United States: an Intergenerational Perspective*,The fading American dream: Trends in absolute income mobility since 1940,52843962a2f1b1d347c3bfe02032ec950ce02953,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W3125052842,https://openalex.org/W2564827629,https://doi.org/10.2139/ssrn.3078187,https://doi.org/10.1126/science.aal4617,Intergenerational Income Mobility: Counterfactual Distributions with a Continuous Treatment,The fading American dream: Trends in absolute income mobility since 1940,eef527fa8fd30ce296c467247104b48c538a50d6,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W3128702014,https://openalex.org/W2564827629,https://doi.org/10.1111/roiw.12505,https://doi.org/10.1126/science.aal4617,Intergenerational Mobility in Lifetime Income,The fading American dream: Trends in absolute income mobility since 1940,f5d20733e5d7082d58df655c9d10ea27fce0b6eb,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W3163153651,https://openalex.org/W2564827629,https://doi.org/10.1257/app.20210151,https://doi.org/10.1126/science.aal4617,And Yet It Moves: Intergenerational Mobility in Italy,The fading American dream: Trends in absolute income mobility since 1940,fe86ef10134f110d242af23ccdeb37402eba612e,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W3190097825,https://openalex.org/W2564827629,https://doi.org/10.1111/ijsw.12499,https://doi.org/10.1126/science.aal4617,Comparison of intergenerational income mobility in South Korea and the United States: Period changes between 1980‒1995 and 1996‒2015,The fading American dream: Trends in absolute income mobility since 1940,444957592c5bb2a93a51884db6d92d9279c56647,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W3190102834,https://openalex.org/W2564827629,https://doi.org/10.2139/ssrn.3269209,https://doi.org/10.1126/science.aal4617,"Like Father, Like Son? – A Comparison of Absolute and Relative Intergenerational Labour Income Mobility in Germany and the US",The fading American dream: Trends in absolute income mobility since 1940,b61c4ca3281932afc23495f564a03f43588196f2,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W3197901707,https://openalex.org/W2564827629,https://doi.org/10.1073/pnas.2107273118,https://doi.org/10.1126/science.aal4617,Individualistic culture increases economic mobility in the United States,The fading American dream: Trends in absolute income mobility since 1940,3c49a9d171072ec8cfec62b30043f89ca55e8227,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W3204735205,https://openalex.org/W2564827629,https://doi.org/10.1086/732527,https://doi.org/10.1126/science.aal4617,Mobility for All: Representative Intergenerational Mobility Estimates over the 20th Century,The fading American dream: Trends in absolute income mobility since 1940,0b03b5a762cba7c9d5f51edf8a78f67322ccde77,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W3207067564,https://openalex.org/W2564827629,https://doi.org/10.1111/1467-8462.12461,https://doi.org/10.1126/science.aal4617,The Correlation of Wealth Between Parents and Children in Australia,The fading American dream: Trends in absolute income mobility since 1940,dc1113a08e6ac21741081c45b604401e082fb4fe,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W3216038618,https://openalex.org/W2564827629,https://doi.org/10.2139/ssrn.3772061,https://doi.org/10.1126/science.aal4617,Hard Working Is More Important than Destiny,The fading American dream: Trends in absolute income mobility since 1940,775bebdc7385423bca00921bcf514f3e53cf1fba,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W4283657131,https://openalex.org/W2564827629,https://doi.org/10.1257/app.20200631,https://doi.org/10.1126/science.aal4617,The Long-Run Evolution of Absolute Intergenerational Mobility,The fading American dream: Trends in absolute income mobility since 1940,6d1923bd378acf189bec995cd31c108f56cda4e2,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W4296277673,https://openalex.org/W2564827629,https://doi.org/10.1080/1331677x.2022.2119424,https://doi.org/10.1126/science.aal4617,The effects of education upward mobility on income upward mobility: evidence from China,The fading American dream: Trends in absolute income mobility since 1940,e7a0d9ed0851762ecc3aeeb58a2b52f297244505,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W4312204683,https://openalex.org/W2564827629,https://doi.org/10.1016/j.euroecorev.2022.104359,https://doi.org/10.1126/science.aal4617,Absolute income mobility and the effect of parent generation inequality: An extended decomposition approach,The fading American dream: Trends in absolute income mobility since 1940,9686d301b252214a15ebcffd88a14cca292ac6e8,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W4381660505,https://openalex.org/W2564827629,https://doi.org/10.1007/s10888-023-09569-7,https://doi.org/10.1126/science.aal4617,"Intergenerational mobility in the Netherlands: models, outcomes and trends",The fading American dream: Trends in absolute income mobility since 1940,73028feed3e5fd64ad69c54ff08eb5170f40b3a1,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W4383346553,https://openalex.org/W2564827629,https://doi.org/10.1111/ecot.12383,https://doi.org/10.1126/science.aal4617,The impact of intergenerational income mobility on internal migration in China,The fading American dream: Trends in absolute income mobility since 1940,3fdc5cd7485b5fc1881333c3a1b701dddd8007e9,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W4386370708,https://openalex.org/W2564827629,https://doi.org/10.1257/jel.20211413,https://doi.org/10.1126/science.aal4617,Measuring Intergenerational Income Mobility: A Synthesis of Approaches,The fading American dream: Trends in absolute income mobility since 1940,16cfe121caf595f6b48ed0c00ab2df483f87760b,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W4388938469,https://openalex.org/W2564827629,https://doi.org/10.1111/caje.12699,https://doi.org/10.1126/science.aal4617,Intergenerational income mobility trends in Canada,The fading American dream: Trends in absolute income mobility since 1940,d6353538e265f204314b09b16abab0728bcd2d3e,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W4390066466,https://openalex.org/W2564827629,https://doi.org/10.1086/728737,https://doi.org/10.1126/science.aal4617,A Very Uneven Playing Field: Economic Mobility in the United States,The fading American dream: Trends in absolute income mobility since 1940,4e442345f6a0a5bdbba9bcaad0114ef3899eb504,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W4390693054,https://openalex.org/W2564827629,https://doi.org/10.1093/sf/soad145,https://doi.org/10.1126/science.aal4617,Cohort-Specific Experiences of Industrial Decline and Intergenerational Income Mobility,The fading American dream: Trends in absolute income mobility since 1940,775bf151e8f1d8cc207cfce894339d2166cf6121,d71a5599772aa934e261834ba0ea62249d775b75
https://openalex.org/W4399529338,https://openalex.org/W2564827629,https://doi.org/10.1073/pnas.2321418121,https://doi.org/10.1126/science.aal4617,Absolute income mobility obscures marginalized children’s disadvantages,The fading American dream: Trends in absolute income mobility since 1940,31f79aeeb3155f24b6f086baea462bdddebe32e3,d71a5599772aa934e261834ba0ea62249d775b75
